1blankname,1blankname1,1blankname2,1blankname3,1blankname4,1blankname6,1namedata,1namedata1,1namedata2,1namedata3,1namedata4,1namedata6,2blankname2,2namedata2,allegiance,alma_mater,alongside1,alongside2,alt,ambassador_from2,appointer,awards,birth_date,birth_name,birth_place,birthname,branch,branch_label,caption,child,children,church,citizenship,coatofarms,coatofarms_article,coatofarms_link,constituency,constituency1,constituency12,constituency13,constituency14,constituency15,constituency2,constituency4,constituency5,constituency6,constituency7,constituency8,constituency9,constituency_mp6,constituency_mp9,conviction_status,country2,criminal_charge,death_cause,death_date,death_place,deputy,deputy1,deputy2,deputy3,deputy4,deputy6,description,district,district1,doctoral_advisor,education,embed,enthroned,era,father,field,filename,first,footnotes,formation,governor3,governor4,governor_general,hangul,hanja,height_m,honorific-prefix,honorific-suffix,honorific_prefix,honorific_suffix,honours,image,image_size,incumbent,incumbentsince,institutions,ipa,jr/sr1,jr/sr2,known_for,last,leader1,leader3,leader4,leader5,leader8,main_interests,majority,majority6,module,module2,monarch,monarch1,monarch2,monuments,mother,movement,name,nationality,native_name,native_name_lang,nickname,notable_works,occupation,office,office1,office10,office11,office12,office15,office2,office3,office4,office5,office6,office7,office8,office9,order,order1,order2,order3,order4,order6,order9,organisation,organization,other_names,otherparty,parents,parliament6,parliament9,partner,party,pos,post,predecessor,predecessor1,predecessor10,predecessor11,predecessor12,predecessor13,predecessor14,predecessor2,predecessor3,predecessor4,predecessor5,predecessor6,predecessor7,predecessor8,predecessor9,president,president1,president11,president2,president3,president6,president7,primeminister,primeminister1,primeminister10,primeminister2,primeminister3,primeminister4,primeminister5,primeminister6,primeminister7,primeminister8,primeminister9,profession,rank_label,region,relatives,residence,resting_place,resting_place_coordinates,restingplace,school_tradition,see,servicenumber,serviceyears,serviceyears_label,signature,signature_alt,signature_size,spouse,state,state1,state2,state_house1,status,status9,suboffice10,suboffice11,suboffice12,suboffice13,suboffice14,suboffice7,suboffice8,suboffice9,subterm10,subterm11,subterm12,subterm13,subterm14,subterm7,subterm8,subterm9,successor,successor1,successor10,successor11,successor12,successor13,successor14,successor2,successor3,successor4,successor5,successor6,successor7,successor8,successor9,term,term10,term11,term12,term13,term14,term15,term4,term5,term6,term7,term_end,term_end1,term_end10,term_end11,term_end2,term_end3,term_end4,term_end5,term_end6,term_end7,term_end8,term_end9,term_label,term_label10,term_label2,term_label3,term_label4,term_start,term_start1,term_start10,term_start11,term_start2,term_start3,term_start4,term_start5,term_start6,term_start7,term_start8,term_start9,thesis_title,thesis_url,thesis_year,title,title7,titlestyle,trial,type,vicepresident,vicepresident1,vicepresident3,website,years_active
{{nowrap|[[First Secretary of State|First Secretary]]}},,,,,,[[Damian Green]] (2017),,,,,,,,,"[[St Hugh's College, Oxford]]",,,Official portrait of Theresa May in 2024,,,,{{birth date and age|1956|10|1|df=yes}},Theresa Mary Brasier,"[[Eastbourne]], Sussex, England",,,,"Official portrait, 2024",,,,,,,,,,,,,,,,,,,,,Maidenhead,,,,,,,,,,,,,,,,,,[[Wheatley Park School]],yes,,,,,,,n.b.&nbsp;{{note|Acting||Acting: 7 June <!-- 2019 --> – 23 July 2019<!--Do not remove per source: https://www.bbc.com/news/uk-politics-48550452. Also put in small font per MOS:SMALLFONT-->}},,,,,,,,,,[[The Right Honourable]],{{post-nominals|country=GBR|size=100%|PC}},,Official portrait of Baroness May of Maidenhead crop 2.jpg,,,,,,,,,,,,[[Iain Duncan Smith]],,,,,,{{Listen voice|filename=Theresa May's statement following general election 2017.ogg|description=May's speech after the [[2017 United Kingdom general election|2017 general election]]|recorded=9 June 2017}} }},,[[Elizabeth II]],,,,,,The Baroness May of Maidenhead,,,,,,,[[Prime Minister of the United Kingdom]],[[Leader of the Conservative Party (UK)|Leader of the Conservative Party]],,,,,[[Home Secretary]],[[Minister for Women and Equalities]],[[Chairman of the Conservative Party]],{{ubl|[[Member of the House of Lords]]|[[Lord Temporal]]}},,,,,,,,,,,,,,,,,United Kingdom,,,[[Conservative Party (UK)|Conservative]],,,[[David Cameron]],David Cameron,,,,,,[[Alan Johnson]],[[Harriet Harman]],[[David Davis (British politician)|David Davis]],,''Constituency established'',,,,,,,,,,,,,,David Cameron,David Cameron,,,,,,,,,,[[Alistair Strathern]] (first cousin once removed),,,,,,,,,,Signature of Theresa May.svg,,,{{marriage|[[Philip May]]|6 September 1980}},,,,,,,[[Shadow Secretary of State for the Family|Family]],"[[Shadow Secretary of State for Culture, Media and Sport|Culture, Media and Sport]]",[[Shadow Leader of the House of Commons|Leader of the House of Commons]],[[Shadow Minister for Women and Equality|Women and Equality]],[[Shadow Secretary of State for Work and Pensions|Work and Pensions]],{{hlist|[[Shadow Secretary of State for Education|Education and Employment]]|[[Shadow Minister for Women|Women]]}},"[[Shadow Secretary of State for Transport, Local Government and the Regions|Transport, Local Government and the Regions]]","[[Shadow Secretary of State for Environment, Food and Rural Affairs|Environment, Food and Rural Affairs]]",2004–2005,2005,2005–2009,2007–2010,2009–2010,1999–2001,2001–2002,2003–2004,[[Boris Johnson]] {{Collapsed infobox section begin|last = yes|Ministerial offices,Boris Johnson,,,,,,[[Amber Rudd]],[[Maria Miller]] {{Collapsed infobox section end}}}} {{Collapsed infobox section begin|last = yes|Party political offices,{{ubl|[[Liam Fox]]|[[The Lord Saatchi]]}} {{Collapsed infobox section end}}}},,[[Joshua Reynolds (politician)|Joshua Reynolds]],,,,,,,,,,,,,,,24 July 2019,23 July 2019{{ref label|Acting|nb}},,,13 July 2016,4 September 2012,6 November 2003,,30 May 2024,,,,,,,,,13 July 2016,11 July 2016,,,12 May 2010,12 May 2010,23 July 2002,21 August 2024 {{hanging indent|[[Life peer]]age}},1 May 1997,,,,,,,,[[Official Opposition Shadow Cabinet (United Kingdom)|Shadow Cabinet]] portfolios,border:1px dashed lightgrey;}}{{Infobox officeholder,,,,,,{{Official website}},
{{nowrap|[[Vice-Chancellor of Germany#Federal Republic of Germany (1949–present)|Vice Chancellor]]}},,,,,,{{#invoke:collapsible list|main|title={{nobold|''See list''}},,,,,,,,,,,,,,,,,,,,,,Merkel in 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!-- Please do not add German-language titles here -->,,,,"Angela Merkel 2019 cropped.jpg <!-- Discussion in progress, please do not modify before consensus -->",,,,,,,,,,,,,,,,,,,,,,,,,,Angela Merkel,,,,,,,[[Chancellor of Germany]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{plainlist}} * [[Horst Köhler]] * [[Jens Böhrnsen]] (acting) * [[Christian Wulff]] * [[Horst Seehofer]] (acting) * [[Joachim Gauck]] * [[Frank-Walter Steinmeier]] {{endplainlist}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"Half-length portrait of Thatcher. She is wearing a black suit and pearls, with a brooch on her left lapel. Her hands are clasped in front of her, adorned with rings. The background is pale and softly lit.",,,,,,,,,,"Studio portrait, {{circa|1995–96}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Geoffrey Howe]] {{nowrap|(1989–90)}},,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Pre-nominal styles|RHon|size=100%}},{{Post-nominals|country=GBR|size=100%|LG|OM|DStJ|PC|FRS|HonFRSC}},,Margaret Thatcher stock portrait (cropped).jpg,,,,,,,,,,,,,,,,,,,,"[[Elizabeth&nbsp;II]] <!-- Whitelaw did not acquire the title of Deputy PM. (Hennessy 2001, p. 405.) -->",Elizabeth&nbsp;II,,,,,The Baroness Thatcher,,,,,,,[[Prime Minister of the United Kingdom]],[[Leader of the Opposition (United Kingdom)|Leader of the Opposition]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[James Callaghan]],,,,,,,,,,,,,,,,,,,,,,,{{Plainlist| * [[Harold Wilson]] * James Callaghan }},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[John Major]],,,,,,,,,,,,,,,,,,,,,,,,,,28 November 1990,4 May 1979,,,,,,,,,,,,,,,,4 May 1979,11 February 1975,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,[[Indira Gandhi#Awards and honours|See below]],{{birth date|1917|11|19|df=yes}},Indira Nehru,"[[Prayagraj|Allahabad]], [[United Provinces of Agra and Oudh|Agra and Oudh]], India",,,,Gandhi in 1983 }},,{{ubl|[[Rajiv Gandhi]]|[[Sanjay Gandhi]]}},,,,,,,,"[[Medak Lok Sabha constituency|Medak]], [[Telangana|Andhra Pradesh]]","[[Chikmagalur Lok Sabha constituency|Chikmagalur]], [[Karnataka]]","[[Rae Bareli Lok Sabha constituency|Rae Bareli]], [[Uttar Pradesh]]",[[List of Rajya Sabha members from Uttar Pradesh|Uttar Pradesh]],,,,,,,,,,,,,[[Assassination of Indira Gandhi|Assassination]],{{death date and age|1984|10|31|1917|11|19|df=yes}},"New Delhi, India",,,,,,,,,,,"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",,,,[[Jawaharlal Nehru]],,,,,,,,,,,,,,,,,Indira Gandhi official portrait.png,,,,,,,,,,,,,,,,,,{{Listen|pos=center|embed=yes|filename=Indira Gandhi voice.ogg|title=Indira Gandhi's voice|type=speech|description=Gandhi on [[India–United States relations]]<br/>Recorded 29 July 1982}},,,,,,[[Kamala Nehru]],,Indira Gandhi,,,,,,[[Politician]],"<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[Prime Minister of India]]",,"<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->President of the [[Indian National Congress (Indira)]]","<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[President of the Indian National Congress]]","<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[Member of Parliament, Lok Sabha|Member of Parliament]], [[Lok Sabha]]","<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[Member of Parliament (India)|Member of Parliament]], [[Rajya Sabha]]",,,,,,,,,"<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->","<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->","<!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->",,,,,,,,,,,,,{{unbulleted list|[[Indian National Congress]] (1938–1969)|[[Congress (R)]] (1969–1978)|[[Indian National Congress|Congress (I)]] (1978–1984)}},,,[[Charan Singh]],[[Lal Bahadur Shastri]]{{efn|[[Gulzarilal Nanda]] as acting prime minister for 13 days.}},[[Devakanta Barua]] (''as INC (R)''),[[U. N. Dhebar]],Mallikarjun Mudiraj,[[D. B. Chandregowda]],Baijnath Kureel,[[P. V. Narasimha Rao]],[[M. C. Chagla]],[[Chidambaram Subramaniam]],[[Swaran Singh]],[[Yashwantrao Chavan]],[[Gulzarilal Nanda]],Morarji Desai,[[Satya Narayan Sinha]],[[Neelam Sanjiva Reddy]]<br />[[Zail Singh]],[[Sarvepalli Radhakrishnan]]<br />[[Zakir Husain]]<br />[[V. V. Giri]]<br />[[Fakhruddin Ali Ahmed]]{{#tag:ref|[[B. D. Jatti]] as acting president 6 months.|group=Note}},,,,,,,,,''Herself'',''Herself'',''Herself'',''Herself'',''Herself'',''Herself'',''Herself'',Lal Bahadur Shastri,,,,[[Nehru–Gandhi family]],,,,,,,,,,,,,{{marriage|[[Feroze Gandhi]]|26 March 1942|8 September 1960|reason=died}},,,,,,,,,,,,,,,,,,,,,,,[[Rajiv Gandhi]] <!-- -->| deputy1             = [[Morarji Desai]] (13&nbsp;March&nbsp;1967&nbsp;– 16&nbsp;July&nbsp;1969),"[[Morarji Desai]] <!-- -->| office2             = <!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[Minister of External Affairs (India)|Union Minister of External Affairs]]",Rajiv Gandhi,Neelam Sanjiva Reddy,P. Manik Reddy,D. M. Puttegowda,[[Raj Narain]],Rajiv Gandhi <!-- -->| term_start3         = 6 September 1967,"[[Dinesh Singh (Uttar Pradesh politician)|Dinesh Singh]] <!-- -->| office4             = <!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[Minister of Defence (India)|Union Minister of Defence]]",Ramaswamy Venkataraman <!-- -->| term_start5         = 1 December 1975,"[[Bansi Lal]] <!-- -->| office6             = <!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[Minister of Home Affairs (India)|Union Minister of Home Affairs]]","[[Uma Shankar Dikshit]] <!-- -->| office8             = <!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[Minister of Finance (India)|Union Minister of Finance]]",Yashwantrao Chavan,"Yashwantrao Chavan <!-- -->| office9             = <!-- Do NOT add counts or ordinals, as per [[WP:CONSENSUS]] -->[[Ministry of Information and Broadcasting (India)|Union Minister of Information & Broadcasting]]",[[Kodardas Kalidas Shah]],,1978–1984,1959,1980–1984,1978–1980,1967–1977,1964–1967 <!-- -->| signature           = Signature of Indira Gandhi.svg,,,,,31 October 1984,24 March 1977,,,31 October 1984,13 February 1969,15 January 1982,20 December 1975,5 February 1973,13 November 1966,27 June 1970,24 January 1966,,,,,,14 January 1980,24 January 1966,,,19 July 1984,,14 January 1980,,27 June 1970,9 November 1966,17 July 1969,9 June 1964,,,,,,,,,[[Mohammad Hidayatullah]]<br />[[Ramaswamy Venkataraman]],{{Plainlist| *Zakir Husain *V. V. Giri *[[Gopal Swarup Pathak]] *B. D. Jatti}},,,
,,,,,,,,,,,,,,,[[Milwaukee State Normal School]],,,,,,,{{birth date|1898|5|3|df=yes}},Golda Mabovitch,"[[Kiev]]<!--Do NOT change spelling, see [[WP:MPN]].-->, Russian Empire",,,,Meir in 1964,,2,,,,,,,,,,,,,,,,,,,,,,,,,{{death date and age|1978|12|8|1898|5|3|df=yes}},[[West Jerusalem]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golda Meir (1964) cropped.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,Golda Meir,,{{nobold|גולדה מאיר}},he,,,,[[Prime Minister of Israel]],[[Israeli Labor Party#Party leaders|Leader of Labor Party]],,,,,[[Ministry of Interior (Israel)|Minister of Interior]],[[Minister of Foreign Affairs of Israel|Minister of Foreign Affairs]],[[Labor Minister of Israel|Minister of Labor]],,Member of the [[Knesset]],[[List of ambassadors of Israel to Russia|Minister Plenipotentiary to the Soviet Union]],,,,,,,,,,,,,[[Alignment (Israel)|Alignment]] (1969–1978),,,,,[[Poale Zion]] (1915–1919)<br>[[Ahdut HaAvoda]] (1919–1930)<br>[[Mapai]] (1930–1968)<br>[[Israeli Labor Party|Labor Party]] (1968–1978),,,[[Yigal Allon]] (interim),[[Levi Eshkol]],,,,,,[[Haim-Moshe Shapira]],[[Moshe Sharett]],[[Mordechai Bentov]],,,''Office established'',,,[[Zalman Shazar]]<br />[[Ephraim Katzir]],,,,,,,,,,''Herself'',[[David Ben-Gurion]]<br/>Levi Eshkol,David Ben-Gurion<br/>Moshe Sharett,,,,,,,,,,,,,,,,,,,Golda Meir Signature.svg,,,"{{marriage|Morris Meyerson|December 24, 1917|May 25, 1951|end=d}}",,,,,,,,,,,,,,,,,,,,,,,[[Yitzhak Rabin]],Yitzhak Rabin,,,,,,[[Yosef Burg]],[[Abba Eban]],[[Mordechai Namir]],,,Mordechai Namir }},,,,,,,,,,,,,,3 June 1974,3 June 1974,,,1 September 1970,12 January 1966,19 June 1956,,3 June 1974,25 January 1949,,,,,,,,17 March 1969,17 March 1969,,,16 July 1970,19 June 1956,10 March 1949,,12 February 1949,10 September 1948,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,{{birth date|df=y|1953|6|21}},Benazir Bhutto,"[[Karachi]], [[Dominion of Pakistan|Pakistan]]",,,,"Formal portrait, {{circa|1986}}",,"3, including [[Bilawal Bhutto Zardari|Bilawal]] and [[Aseefa Bhutto Zardari|Aseefa]]",,,,,,,,,,,,,,,,,,,,,,,,[[Assassination of Benazir Bhutto|Assassination]],{{nowrap|{{death date and age|df=y|2007|12|27|1953|6|21}}}},"[[Rawalpindi]], [[Punjab, Pakistan|Punjab]], Pakistan",,,,,,,,,,,"{{ubl |[[Harvard University]] ([[Bachelor of Arts|BA]]) |[[Lady Margaret Hall, Oxford]] ([[Bachelor of Arts|BA]]) |[[St Catherine's College, Oxford]] ([[Master of Studies|MSt]])}}",,,,,,,,,,,,,,,,,,[[Mohtarma]],,,"Benazir Bhutto, 1986.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,Benazir Bhutto,,{{small|{{nobold|{{nq|بينظير  بُھٹو}}}}}},sd-Aran,,,,11th [[Prime Minister of Pakistan]],,,,,,[[Leader of the Opposition (Pakistan)|Leader of the Opposition]],,Leader of the [[Pakistan Peoples Party]],,,,,,,,,,,,,,,,,[[Zulfikar Ali Bhutto]]<br>[[Nusrat Bhutto]],,,,[[Pakistan People's Party]],,,[[Moeenuddin Ahmad Qureshi]] (acting),[[Muhammad Khan Junejo]],,,,,,[[Nawaz Sharif]],[[Khan Abdul Wali Khan]],[[Nusrat Bhutto]],,,,,,[[Wasim Sajjad]] (acting)<br>[[Farooq Leghari]],[[Ghulam Ishaq Khan]],,,,,,,,,,,,,,,,,,,,{{hlist |[[Bhutto family]] |[[Zardari family]]}},,,,[[Bhutto family mausoleum]],,,,,,Benazir Bhutto Signature.svg }},,,{{marriage|[[Asif Ali Zardari]]|1987}},,,,,,,,,,,,,,,,,,,,,,,[[Malik Meraj Khalid]] (acting),[[Ghulam Mustafa Jatoi]] (acting),,,,,,[[Fazl-ur-Rehman (politician)|Fazl-ur-Rehman]],[[Nawaz Sharif]],[[Asif Ali Zardari]]<br>[[Bilawal Bhutto Zardari]],,,,,,,,,,,,,,,,,5 November 1996,6 August 1990,,,12 October 1999,18 April 1993,27 December 2007,,,,,,,,,,,18 October 1993,2 December 1988,,,17 February 1997,6 November 1990,12 November 1982,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Aung San Suu Kyi at a religious ceremony in Nay Pyi Taw in 2019,,,,,,,,,,Aung San Suu Kyi in 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Excellency|Her Excellency]]<br />[[Burmese honorifics|Daw]],,,,,"Aung_San_Suu_Kyi_visited_the_European_Commission,_met_with_Federica_Mogherini_(12)_(cropped).jpg",,,,,,,,,yes,,,,,,,,,,,,,,,,,Aung San Suu Kyi,,{{nobold|အောင်ဆန်းစုကြည်}},my,,,,[[State Counsellor of Myanmar]],[[Opposition (Myanmar)#List of leaders of the opposition since 2011|Leader of the Opposition]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,''Office established'',Sai Hla Kyaw,,,,,,,,,,,,,,{{ubl|[[Htin Kyaw]]|[[Win Myint]]}},[[Thein Sein]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Min Aung Hlaing]] (as [[Chairman of the State Administration Council]]),Thein Sein {{Collapsed infobox section begin,,,,,,,,,,,,,,,,,,,,,,,,,1 February 2021,29 January 2016,,,,,,,,,,,,,,,,6 April 2016,2 May 2012,,,,,,,,,,,,,,,,border:1px dashed lightgrey }},,,,,,,
,,{{nowrap|Secretary-General}},,{{nowrap|Secretary General}},,,,[[António Guterres]],,[[Ban Ki-moon]],,,,,,,,,,,,{{birth date and age|df=y|1951|9|29}},Verónica Michelle Bachelet Jeria,"[[Santiago]], Chile",,,,Bachelet in 2024,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Kate Gilmore (UN official)|Kate Gilmore]],,[[Lakshmi Puri]],,,,,,[[University of Chile]] ([[Medical Doctorate|MD]]),,,,[[Alberto Bachelet]],,,,,,,,,,,,,,,,,"24.07.2024 - Audiência com a Vice-Presidenta do Clube de Madri, Michelle Bachelet (53878915676) (cropped).jpg",,,,,,,,,,,,,,,,,,,,,,,,[[Ángela Jeria]],,Michelle Bachelet,,,,,,,33rd & 35th [[President of Chile]],,,,,,7th [[Office of the United Nations High Commissioner for Human Rights|United Nations High Commissioner for Human Rights]],President pro tempore of the [[Pacific Alliance]],Executive Director of [[UN Women]],[[President pro tempore of the Union of South American Nations|President pro tempore of UNASUR]],[[Ministry of National Defense (Chile)|Minister for National Defense]],[[Ministry of Health (Chile)|Minister for Health]],,,,,,,,,,,,,[[Concertación]] (1988–2013)<br />[[Nueva Mayoría]] (2013–2018),,,,,[[Socialist Party of Chile|Socialist]],,,[[Sebastián Piñera]],[[Ricardo Lagos]],,,,,,[[Zeid Raad Al Hussein]],[[Ollanta Humala]],''Position established'',''Position established'',[[Mario Fernández Baeza]],[[Álex Figueroa]],,,,,,,,[[Ricardo Lagos]],[[Ricardo Lagos]],,,,,,,,,,,,Paediatrician / Public Health Physician }},,,,,,,,,,,,,Firma de Michelle Bachelet.svg,,,{{marriage|Jorge Dávalos Cartes|1978|1984|end=separation}},,,,,,,,,,,,,,,,,,,,,,,Sebastián Piñera,Sebastián Piñera,,,,,,[[Volker Türk]]<ref>{{cite web|url=https://www.channelnewsasia.com/world/austrias-turk-appointed-un-human-rights-chief|title=Austria's Turk appointed UN human rights chief|website=CNA|date=9 September 2022|access-date=9 September 2022}}{{Dead link|date=November 2023 |bot=InternetArchiveBot |fix-attempted=yes }}</ref>,[[Juan Manuel Santos]],[[Lakshmi Puri]] (acting),[[Rafael Correa]],[[Jaime Ravinet]],[[Osvaldo Artaza]],,,,,,,,,,,,,,11 March 2018,11 March 2010,,,31 August 2022,30 June 2017,15 March 2013,10 August 2009,1 October 2004,7 January 2002,,,,,,,,11 March 2014,11 March 2006,,,1 September 2018,1 July 2016,14 September 2010,23 May 2008,7 January 2002,11 March 2000,,,,,,,,,,,,,,{{URL|michellebachelet.cl}},
,,,,,,,,,,,,,,,,,,Official portrait of Michelle Obama in the Green Room of the White House,,,,{{birth date and age|1964|1|17}},Michelle LaVaughn Robinson,"Chicago, Illinois, U.S.",,,,"Official portrait, 2013",,{{flatlist| * [[Malia Obama|Malia]] * [[Sasha Obama|Sasha]] }},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michelle Obama 2013 official portrait.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,Michelle Obama,,,,,,,[[First Lady of the United States]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Democratic Party (United States)|Democratic]],,,[[Laura Bush]],,,,,,,,,,,,,,,[[Barack Obama]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{marriage|[[Barack Obama]]|October 3, 1992}}",,,,,,,,,,,,,,,,,,,,,,,[[Melania Trump]],,,,,,,,,,,,,,,,,,,,,,,,,,"January 20, 2017",,,,,,,,,,,,In role,,,,,"January 20, 2009",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"Official vice presidential portrait. Head shot of Harris smiling, wearing an American flag lapel pin and pearl earrings, and dressed formally.",,,,{{birth date and age|1964|10|20}},Kamala Devi Harris{{efn|name=fn1}},"[[Oakland, California]], U.S.",,,,"Official portrait, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{unbulleted list|[[Howard University]] ([[Bachelor of Arts|BA]])|[[University of California College of the Law, San Francisco|University of California, Hastings]] ([[Juris Doctor|JD]])}}",,,,,,,,,,[[Jerry Brown]],,,,,,,,,,,Kamala Harris Vice Presidential Portrait.jpg,,,,,,,United States Senator,,,,,,,,,,,"{{Listen |pos=center |embed=yes |filename=Kamala Harris speaks on the Americans with Disabilities Act.ogg |title=Harris's voice |type=speech |description=Harris on the [[Americans with Disabilities Act]].<br>Recorded July 26, 2021}} }}",,,,,,,,Kamala Harris,,,,,,{{hlist|Politician|lawyer}},,Vice President of the United States,,,,,,32nd [[Attorney General of California]],27th [[District Attorney of San Francisco]],,,,,,,49th,,,,,,,,,,{{unbulleted list|[[Donald J. Harris]] (father)|[[Shyamala Gopalan]] (mother)}},,,,[[Democratic Party (United States)|Democratic]],,,,[[Mike Pence]],,,,,,[[Barbara Boxer]],Jerry Brown,[[Terence Hallinan]],,,,,,,[[Joe Biden]],,,,,,,,,,,,,,,,,,,,[[Family of Kamala Harris|Harris family]],,,,,,,,,,Kamala Harris Signature.svg,Cursive signature in ink,,"{{marriage|[[Doug Emhoff]]|August 22, 2014}}",,,[[California]],,,,,,,,,,,,,,,,,,,,,[[JD Vance]],,,,,,[[Alex Padilla]],[[Kathleen Kenealy]] (acting),[[George Gascón]],,,,,,,,,,,,,,,,,,"January 20, 2025",,,"January 18, 2021","January 3, 2017","January 3, 2011",,,,,,,,,,,,"January 20, 2021",,,"January 3, 2017","January 3, 2011","January 8, 2004",,,,,,,,,,,,,,,,,{{URL|kamalaharris.com|Official website}},
,,,,,,,,,,,,,,,,[[Mark Warner]],[[Ed Markey]],,,,,{{birth date and age|1949|6|22}},Elizabeth Ann Herring,"[[Oklahoma City]], Oklahoma, U.S.",,,,"Official portrait, 2016",,"2, including [[Amelia Warren Tyagi|Amelia]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Damon Silvers]],,"Warren questions witnesses on [[private equity firms]] and increased rental prices<br/>Recorded August 2, 2022}} }}",,,,[[George Washington University]]<br>[[University of Houston]] ([[Bachelor of Science|BS]])<br>[[Rutgers University]] ([[Juris Doctor|JD]]),yes,,,,,Elizabeth Warren on private equity firms and increased rental prices.ogg,,,,,,,,,,,,,,,"Elizabeth Warren, official portrait, 114th Congress.jpg",,,,,,,United States Senator,,,[[Chuck Schumer]],,,,,,,,{{Listen,,,,,,,,Elizabeth Warren,,,,,,,"Ranking Member of the [[United States Senate Committee on Banking, Housing, and Urban Affairs|Senate Banking Committee]]",[[Vice Chair of the Senate Democratic Caucus]],,,,,,Special Advisor for the [[Consumer Financial Protection Bureau]],Chair of the [[Congressional Oversight Panel]],,,,,,,,,,,,,,,,"[[Republican Party (United States)|Republican]] (1991–1996)<ref name=GlobeSteep>{{cite web |url=https://www.boston.com/uncategorized/noprimarytagmatch/2012/08/19/for-professor-warren-a-steep-climb |work=[[The Boston Globe]] |title=For Professor Warren, a steep climb |access-date=January 27, 2014 |date=August 19, 2012 |first1=Stephanie |last1=Ebbert |first2=Michael |last2=Levenson |archive-date=October 16, 2017 |archive-url=https://web.archive.org/web/20171016105325/https://www.boston.com/uncategorized/noprimarytagmatch/2012/08/19/for-professor-warren-a-steep-climb |url-status=live}}</ref>",,,,,[[Democratic Party (United States)|Democratic]] (1996–present),center,,[[Tim Scott]],Chuck Schumer,,,,,,[[Scott Brown (politician)|Scott Brown]],''Position established'',''Position established'',,,,,,,,,,[[Barack Obama]],,,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Warren Signature.svg,,,"{{ubl |{{marriage|Jim Warren|1968|1978|end=div}} |{{marriage|[[Bruce H. Mann]]|July 12, 1980}}}}",,,[[Massachusetts]],,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Raj Date]],[[Ted Kaufman]],,,,,,,,,,,,,,,,,,,,,,"August 1, 2011","November 15, 2010",,,,,,,,,,,"January 3, 2025","January 3, 2017",,,"January 3, 2013","September 17, 2010","November 25, 2008",,,,,,,,,Warren's voice,,,,speech,,,,{{URL|https://www.warren.senate.gov/|Senate website}}<br/>{{URL|https://elizabethwarren.com/|Campaign website}},
